EXPORTACION PROMEDIOS DIARIOS																																
ESTACION:Alacant - Rabassa	CODIGO:03014009																															
FECHA	SO2		CO		NO		NO2		PM2.5		PM10		PM1		NOx		O3		Veloc.		Direc.		Temp.		H.Rel.		Pres.		R.Sol.		Precip.	
12/12/2011 0:00	2	V	0,2	V	6	V	19	V	4	V	13	V	3	V	28	V	42	V	1,7	V	309	V	14,5	V	57	V	1007	V	96	V	0	V
13/12/2011 0:00	2	V	0,2	V	3	V	15	V	5	V	13	V	4	V	19	V	54	V	1,3	V	290	V	15	V	54	V	1006	V	89	V	0	V
14/12/2011 0:00	1	V	0,2	V	2	V	23	V	6	V	11	V	5	V	26	V	44	V	1	V	246	V	16,1	V	57	V	1006	V	94	V	0	V
15/12/2011 0:00	2	V	0,2	V	2	V	16	V	8	V	19	V	6	V	19	V	54	V	1	V	301	V	15,4	V	49	V	1011	V	112	V	0	V
16/12/2011 0:00	1	V	0,3	V	1	V	8	V	5	V	23	V	3	V	10	V	62	V	2,6	V	274	V	15,4	V	48	V	1004	V	59	V	0	V
17/12/2011 0:00	2	V	0,3	V	4	V	14	V	3	V	12	V	2	V	20	V	51	V	1,6	V	303	V	13,6	V	47	V	1004	V	42	V	0	V
18/12/2011 0:00	1	V	0,1	V	2	V	8	V	2	V	5	V	2	V	11	V	60	V	1,9	V	332	V	12	V	39	V	1005	V	109	V	0	V
19/12/2011 0:00	1	V	0,2	V	3	V	18	V	5	V	20	V	3	V	23	V	49	V	0,9	V	300	V	10,5	V	41	V	1009	V	102	V	0	V
20/12/2011 0:00	2	V	0,2	V	3	V	15	V	7	V	30	V	4	V	19	V	51	V	1,2	V	293	V	13,7	V	40	V	1009	V	94	V	0	V
21/12/2011 0:00	1	V	0,3	V	18	V	27	V	8	V	16	V	6	V	53	V	36	V	1,1	V	332	V	15,3	V	55	V	1007	V	71	V	0	V
22/12/2011 0:00	1	V	0,2	V	14	V	27	V	10	V	24	V	8	V	48	V	27	V	0,8	V	343	V	14,5	V	62	V	1009	V	108	V	0	V
23/12/2011 0:00	1	V	0,2	V	11	V	23	V	16	V	22	V	14	V	39	V	24	V	0,8	V	330	V	11,4	V	79	V	1010	V	106	V	0	V
24/12/2011 0:00	1	V	0,2	V	2	V	13	V	14	V	17	V	12	V	16	V	36	V	1	V	3	V	11	V	73	V	1012	V	104	V	0	V
25/12/2011 0:00	1	V	0,3	V	4	V	15	V	11	V	14	V	10	V	21	V	42	V	0,8	V	16	V	10,6	V	76	V	1016	V	100	V	0	V
26/12/2011 0:00	1	V	0,2	V	4	V	17	V	9	V	13	V	7	V	24	V	41	V	0,8	V	16	V	10,7	V	73	V	1018	V	105	V	0	V
27/12/2011 0:00	1	V	0,1	V	2	V	15	V	8	V	13	V	7	V	19	V	46	V	1,2	V	349	V	10,7	V	65	V	1015	V	85	V	0	V
28/12/2011 0:00	1	V	0,1	V	5	V	17	V	8	V	12	V	6	V	24	V	42	V	0,7	V	332	V	11	V	73	V	1014	V	75	V	0	V
29/12/2011 0:00	1	V	0,1	V	6	V	20	V	11	V	19	V	10	V	30	V	37	V	0,8	V	322	V	10,8	V	62	V	1013	V	98	V	0	V
30/12/2011 0:00	2	V	0,2	V	3	V	18	V	6	V	24	V	4	V	23	V	44	V	1	V	313	V	11,1	V	49	V	1013	V	111	V	0	V
31/12/2011 0:00	1	V	0,3	V	5	V	22	V	7	V	23	V	5	V	30	V	41	V	0,7	V	308	V	15,1	V	47	V	1010	V	106	V	0	V
