Red: Red de Vigilancia y Control de la Contaminación Atmosférica
Estación: 03014009-Alacant - Rabassa
	
FECHA	HORA	PM2.5	PM1	SO2	CO	NO	NO2	PM10	NOx	O3	Veloc.	Direc.	Temp.	H.Rel.	Pres.	R.Sol.	Precip.
16/06/2016	02	3	1	3	0.1	2	11	14	12	66	3.2	308	22.6	36	986	0	0
16/06/2016	03	3	1	3	0.1	3	19	11	23	47	1.2	318	21.8	37	986	0	0
16/06/2016	04	2	1	3	0.1	2	22	8	24	40	0.7	303	21.3	39	987	0	0
16/06/2016	05	5	2	3	0.2	2	19	20	21	43	2.3	304	21.2	39	987	0	0
16/06/2016	06	6	2	3	0.1	3	11	31	14	53	2.9	307	20.9	41	988	50	0
16/06/2016	07	5	2	3	0.2	2	13	27	15	50	3.2	306	21	39	989	146	0
16/06/2016	08	4	1	3	0.1	3	10	22	13	53	3.5	310	21.3	37	989	235	0
16/06/2016	09	6	2	3	0.1	4	15	36	21	54	3.2	307	22	34	989	346	0
16/06/2016	10	4	1	3	0.1	2	8	24	10	65	2.8	287	23.7	30	990	655	0
16/06/2016	11	4	1	3	0.1	2	4	29	7	69	3.3	294	25.7	26	990	1000	0
16/06/2016	12	3	1	3	0.1	2	5	19	7	70	2.8	288	26.7	24	990	996	0
16/06/2016	13	2	1	3	0.1	2	4	9	6	73	2.5	274	27.2	22	989	775	0
16/06/2016	14	2	1	3	0.1	2	4	10	6	76	2.9	258	27.2	25	989	771	0
16/06/2016	15	3	1	3	0.1	2	4	13	6	81	3.8	194	24.8	45	990	432	0
16/06/2016	16	2	1	3	0.1	2	4	10	6	82	3.9	198	24.7	47	990	483	0
16/06/2016	17	2	1	3	0.1	2	4	9	6	79	4.1	202	24.2	48	990	393	0
16/06/2016	18	2	1	3	0.1	2	4	6	6	81	3.5	205	24.2	50	990	252	0
16/06/2016	19	2	1	3	0.1	2	6	5	8	76	2.3	203	24.4	45	991	102	0
16/06/2016	20	2	1	3	0.1	2	8	11	10	67	2	286	25.4	27	992	1	0
16/06/2016	21	1	1	3	0.1	2	9	5	10	63	1.3	296	24.7	26	993	0	0
16/06/2016	22	3	1	3	0.1	2	10	12	11	54	0.6	315	23	30	994	0	0
16/06/2016	23	2	1	3	0.1	2	13	5	15	51	0.5	271	23.2	31	994	0	0
17/06/2016	00	3	2	3	0.1	2	20	6	21	38	0.2	127	21.9	45	995	0	0
17/06/2016	01	2	1	3	0.1	2	12	10	13	41	0.3	314	20.6	40	995	0	0
17/06/2016	02	2	1	3	0.1	2	10	9	12	58	1.8	307	21.6	36	995	0	0
17/06/2016	03	2	1	3	0.1	4	14	5	18	49	1.2	307	21	39	995	0	0
17/06/2016	04	8	3	3	0.1	2	10	50	11	50	0.4	347	19.9	43	995	0	0
17/06/2016	05	2	1	3	0.1	2	15	7	17	47	0.8	349	19.7	45	995	4	0
17/06/2016	06	1	1	3	0.1	2	18	4	20	47	0.4	311	21.6	42	996	128	0
17/06/2016	07	2	1	3	0.1	3	17	6	22	50	0.7	187	22.5	39	997	328	0
17/06/2016	08	1	1	3	0.1	3	11	2	15	62	0.5	216	23.9	35	997	522	0
17/06/2016	09	2	1	3	0.1	2	10	8	12	69	0.3	74	25.9	31	997	715	0
17/06/2016	10	1	1	3	0.1	2	4	3	6	81	1.3	252	27	27	998	858	0
17/06/2016	11	1	1	3	0.1	2	4	3	6	86	1.5	246	27.5	24	998	956	0
17/06/2016	12	1	1	3	0.1	2	6	5	8	87	2.2	146	26	37	997	796	0
17/06/2016	13	1	1	3	0.1	2	4	4	6	91	2.8	143	25.4	40	997	876	0
17/06/2016	14	1	1	3	0.1	2	5	2	8	85	2.8	138	25.3	41	997	940	0
17/06/2016	15	1	1	3	0.1	2	5	1	7	82	2.2	137	24.9	47	997	795	0
17/06/2016	16	1	1	3	0.1	2	4	2	6	85	2.2	147	24.4	53	997	673	0
17/06/2016	17	2	1	3	0.1	2	4	2	6	87	2.4	159	24.1	57	997	482	0
17/06/2016	18	1	1	3	0.1	2	5	2	7	80	1.9	165	23.9	58	998	283	0
17/06/2016	19	1	1	3	0.1	2	9	2	11	72	1.3	166	23.3	61	998	98	0
17/06/2016	20	2	1	3	0.1	2	17	4	18	60	0.3	124	22.9	57	999	2	0
17/06/2016	21	2	1	3	0.1	2	12	3	14	60	0.2	4	22.5	55	999	0	0
17/06/2016	22	2	2	3	0.1	2	17	3	18	52	0.4	43	21.8	62	1000	0	0
17/06/2016	23	2	2	3	0.1	2	18	3	19	47	0.4	21	21	63	1000	0	0
18/06/2016	00	2	1	3	0.1	2	16	4	17	33	0.7	330	18.8	61	999	0	0
18/06/2016	01	2	1	3	0.1	2	8	4	9	41	1.1	328	18.2	58	999	0	0
18/06/2016	02	2	1	3	0.1	2	6	7	7	45	1.1	324	18	56	999	0	0
18/06/2016	03	3	1	3	0.1	2	7	7	8	41	0.5	331	17.5	57	998	0	0
18/06/2016	04	2	1	3	0.1	2	10	5	11	39	0.3	332	17.5	56	999	0	0
18/06/2016	05	3	2	3	0.1	2	26	7	27	15	0.6	9	17.3	58	999	1	0
18/06/2016	06	2	1	3	0.1	2	21	3	23	37	0.8	30	18.9	55	1000	68	0
18/06/2016	07	2	1	3	0.1	2	11	3	13	55	1.3	50	21.4	61	1000	212	0
18/06/2016	08	2	1	3	0.1	2	6	2	7	59	1.6	77	23	68	1001	459	0
18/06/2016	09	2	2	3	0.1	2	5	2	7	57	1.8	109	23.4	71	1001	685	0
18/06/2016	10	2	2	3	0.1	2	4	2	6	59	2.4	132	23.1	74	1002	841	0
18/06/2016	11	2	1	3	0.1	2	4	2	6	72	2.1	119	24	64	1002	962	0
18/06/2016	12	2	1	3	0.1	2	4	6	6	74	2.7	92	24.2	60	1002	970	0
18/06/2016	13	2	1	3	0.1	2	4	5	6	72	2.9	91	24.2	59	1002	909	0
18/06/2016	14	2	1	3	0.1	2	4	6	6	74	3.4	86	24.1	58	1002	940	0
18/06/2016	15	2	1	3	0.1	2	4	5	6	78	3.2	77	23.9	57	1002	857	0
18/06/2016	16	2	1	3	0.1	2	4	4	6	78	3.1	90	23.5	59	1002	685	0
18/06/2016	17	1	1	3	0.1	2	4	1	6	81	2.7	95	23.2	58	1003	492	0
18/06/2016	18	1	1	3	0.1	2	5	1	7	76	2.3	91	22.6	61	1003	272	0
18/06/2016	19	1	1	3	0.1	2	4	2	7	74	1.7	85	21.9	65	1004	98	0
18/06/2016	20	1	1	3	0.1	2	4	1	6	77	1	72	21.2	67	1005	3	0
18/06/2016	21	1	1	3	0.1	2	4	2	6	75	0.6	62	20.9	70	1006	0	0
18/06/2016	22	2	1	3	0.1	2	7	2	8	67	0.3	41	20.7	72	1006	0	0
18/06/2016	23	2	1	3	0.1	2	5	2	6	66	0.3	29	20.8	73	1007	0	0
19/06/2016	00	2	2	3	0.1	2	12	3	13	47	0.5	334	20.1	74	1007	0	0
19/06/2016	01	2	2	3	0.1	2	11	3	11	44	0.8	328	18.9	75	1006	0	0
19/06/2016	02	2	2	3	0.1	2	6	4	7	47	1	321	18	76	1006	0	0
19/06/2016	03	2	2	3	0.1	2	6	3	6	47	0.9	333	17.3	78	1006	0	0
19/06/2016	04	2	2	3	0.1	2	7	2	8	42	0.9	339	16.6	75	1006	0	0
19/06/2016	05	1	1	3	0.1	2	6	2	7	47	1	338	16.6	71	1006	5	0
19/06/2016	06	1	1	3	0.1	2	6	2	7	50	0.9	344	17.6	66	1007	73	0
19/06/2016	07	2	1	3	0.1	2	7	5	9	56	0.4	1	20.3	56	1007	204	0
19/06/2016	08	1	1	3	0.1	2	7	2	9	66	0.8	101	21.9	56	1007	477	0
19/06/2016	09	1	1	3	0.1	2	4	1	6	75	1.4	121	22.4	58	1007	672	0
19/06/2016	10	1	1	3	0.1	2	4	1	6	76	1.4	155	22.5	57	1007	736	0
19/06/2016	11	1	1	3	0.1	2	4	1	6	82	1.7	136	23	53	1007	964	0
19/06/2016	12	1	1	3	0.1	2	4	1	6	86	2.2	138	23	54	1006	1007	0
19/06/2016	13	2	2	3	0.1	2	4	2	6	79	2.3	140	23	55	1006	1001	0
19/06/2016	14	1	1	3	0.1	2	4	1	6	81	2.2	139	23.1	56	1005	929	0
19/06/2016	15	1	1	3	0.1	2	4	1	6	76	2	136	23.2	56	1005	839	0
19/06/2016	16	1	1	3	0.1	2	4	1	6	74	1.9	122	23	57	1005	665	0
19/06/2016	17	1	1	3	0.1	2	4	1	6	76	1.4	134	22.6	59	1005	476	0
19/06/2016	18	1	1	3	0.1	2	4	1	6	74	1.1	157	22.5	60	1004	294	0
19/06/2016	19	1	1	3	0.1	2	4	1	6	77	1	169	22	60	1004	96	0
19/06/2016	20	1	1	3	0.1	2	4	1	6	74	0.7	170	21.4	65	1005	4	0
19/06/2016	21	2	1	3	0.1	2	4	2	6	71	0.4	161	21.1	69	1005	0	0
19/06/2016	22	1	1	3	0.1	2	4	1	6	69	0.2	230	21	71	1005	0	0
19/06/2016	23	2	1	3	0.1	2	14	2	16	47	0.3	327	20.1	73	1005	0	0
20/06/2016	00	2	2	3	0.1	2	15	4	16	37	0.5	324	19.1	72	1005	0	0
20/06/2016	01	2	1	3	0.1	2	6	3	8	37	0.8	325	17.9	75	1004	0	0
20/06/2016	02	2	2	3	0.1	2	5	3	6	40	1.2	325	17.4	76	1004	0	0
20/06/2016	03	2	1	3	0.1	2	5	3	6	48	1.2	324	17.7	77	1003	0	0
20/06/2016	04	2	1	3	0.1	2	7	5	8	48	1.3	321	17.9	77	1003	0	0
20/06/2016	05	2	2	3	0.1	2	15	3	16	35	1	345	17.4	78	1003	4	0
20/06/2016	06	3	2	3	0.1	4	24	6	30	35	0.4	51	19.5	68	1004	118	0
20/06/2016	07	2	1	3	0.1	4	21	3	26	45	0.6	53	21.7	62	1004	321	0
20/06/2016	08	1	1	3	0.1	3	14	2	17	54	0.9	113	22.8	63	1004	523	0
20/06/2016	09	1	1	3	0.1	2	9	2	11	66	1.2	133	22.6	64	1004	706	0
20/06/2016	10	1	1	3	0.1	2	6	2	7	73	1.2	148	23.1	63	1004	845	0
20/06/2016	11	1	1	3	0.1	2	4	1	6	76	1.4	153	23.5	62	1005	962	0
20/06/2016	12	1	1	3	0.1	2	5	1	6	74	1.8	133	23.6	63	1004	1007	0
20/06/2016	13	3	3	3	0.1	2	4	3	6	74	2	136	23.4	64	1004	994	0
20/06/2016	14	1	1	3	0.1	2	4	1	6	80	1.8	147	23.7	58	1004	918	0
20/06/2016	15	1	1	3	0.1	2	4	1	6	73	1.7	135	23.8	59	1004	832	0
20/06/2016	16	1	1	3	0.1	2	4	1	6	68	1.5	147	23.2	65	1004	668	0
20/06/2016	17	1	1	3	0.1	2	4	1	6	68	1.1	140	23.2	66	1004	490	0
20/06/2016	18	1	1	3	0.1	2	4	1	6	71	0.9	134	22.9	64	1004	295	0
20/06/2016	19	1	1	3	0.1	2	4	1	6	70	0.7	155	22.5	65	1004	109	0
20/06/2016	20	1	1	3	0.1	2	4	1	6	68	0.4	173	21.8	68	1004	2	0
20/06/2016	21	1	1	3	0.1	2	6	2	6	60	0.3	230	21.4	70	1005	0	0
20/06/2016	22	1	1	3	0.1	2	5	1	7	60	0.3	245	20.9	72	1005	0	0
20/06/2016	23	2	1	3	0.1	2	14	3	16	44	0.2	249	20.6	76	1005	0	0
21/06/2016	00	3	2	3	0.1	2	14	6	14	33	0.3	298	19.4	75	1005	0	0
21/06/2016	01	2	1	3	0.1	2	10	3	10	30	0.4	331	18.3	71	1005	0	0
21/06/2016	02	2	1	3	0.1	2	8	2	9	33	0.6	330	17.5	69	1004	0	0
21/06/2016	03	2	1	3	0.1	2	8	3	9	31	0.6	344	16.7	70	1004	0	0
21/06/2016	04	2	1	3	0.1	2	11	3	12	34	1	333	16.2	72	1004	0	0
21/06/2016	05	2	1	3	0.1	2	14	3	15	32	1.1	336	16	73	1004	4	0
21/06/2016	06	6	4	3	0.1	5	28	14	36	23	0.8	336	17.9	68	1004	129	0
21/06/2016	07	4	2	3	0.1	8	29	12	41	35	0.3	353	21.7	63	1005	329	0
21/06/2016	08	1	1	3	0.1	2	10	2	12	67	0.4	188	23.4	58	1005	530	0
21/06/2016	09	1	1	3	0.1	3	14	3	17	69	0.7	168	24	53	1005	711	0
21/06/2016	10	1	1	3	0.1	2	5	1	6	81	1.1	152	24.4	48	1005	846	0
21/06/2016	11	1	1	3	0.1	2	4	1	6	79	1.6	146	24.5	51	1005	960	0
21/06/2016	12	1	1	3	0.1	2	4	1	6	77	1.8	133	24.3	56	1005	1009	0
21/06/2016	13	1	1	3	0.1	2	4	1	6	73	1.7	140	24.4	62	1004	1005	0
21/06/2016	14	1	1	3	0.1	2	4	1	6	69	1.6	134	24.3	64	1004	933	0
21/06/2016	15	1	1	3	0.1	2	4	1	6	68	1.7	120	24.5	60	1004	842	0
21/06/2016	16	1	1	3	0.1	2	4	1	6	74	1.7	122	24.5	53	1004	688	0
21/06/2016	17	1	1	3	0.1	2	4	2	6	76	1.5	135	24.2	56	1003	498	0
21/06/2016	18	1	1	3	0.1	2	4	1	6	73	1.6	137	23.7	60	1003	296	0
21/06/2016	19	1	1	3	0.1	2	4	1	6	65	0.9	123	23.2	65	1003	109	0
21/06/2016	20	1	1	3	0.1	2	4	1	6	62	0.5	82	22.5	69	1003	2	0
21/06/2016	21	1	1	3	0.1	2	4	1	6	58	0.5	63	21.9	73	1004	0	0
21/06/2016	22	1	1	3	0.1	2	6	1	7	52	0.4	43	21.4	76	1004	0	0
21/06/2016	23	2	1	3	0.1	2	8	2	9	49	0.3	33	21	78	1004	0	0
22/06/2016	00	3	1	3	0.1	2	11	4	12	39	0.3	22	20.1	78	1003	0	0
22/06/2016	01	2	1	3	0.1	2	13	2	15	29	0.8	340	18.5	76	1003	0	0
22/06/2016	02	1	1	3	0.1	2	11	2	12	31	0.8	340	17.5	77	1003	0	0
22/06/2016	03	1	1	3	0.1	2	7	1	8	41	1	340	17.1	74	1002	0	0
22/06/2016	04	1	1	3	0.1	2	8	1	9	45	0.9	345	16.7	68	1002	0	0
22/06/2016	05	1	1	3	0.1	2	15	2	17	42	1	342	16.9	61	1002	4	0
22/06/2016	06	4	1	3	0.1	4	24	18	29	41	0.9	336	18.8	51	1002	132	0
22/06/2016	07	2	1	3	0.1	5	27	6	35	53	0.5	32	22.7	42	1003	331	0
22/06/2016	08	1	1	3	0.1	2	7	2	9	74	0.9	76	24	51	1003	532	0
22/06/2016	09	1	1	3	0.1	2	4	1	6	72	1.3	92	24.5	57	1003	711	0
22/06/2016	10	1	1	3	0.1	2	4	1	6	77	1.5	77	25.5	51	1003	844	0
22/06/2016	11	1	1	3	0.1	2	4	2	6	85	2.1	72	26.1	44	1003	958	0
22/06/2016	12	1	1	3	0.1	2	4	2	6	92	2	94	26.6	38	1003	1008	0
22/06/2016	13	1	1	3	0.1	2	4	1	6	87	1.6	91	27	41	1003	1005	0
22/06/2016	14	1	1	3	0.1	2	4	1	6	82	2.1	88	26.9	44	1003	932	0
22/06/2016	15	1	1	3	0.1	2	4	2	6	83	2.1	86	26.9	43	1002	842	0
22/06/2016	16	1	1	3	0.1	2	4	2	6	82	2.3	85	26.5	45	1002	686	0
22/06/2016	17	1	1	3	0.1	2	4	2	6	79	2.6	93	25.9	48	1001	501	0
22/06/2016	18	1	1	3	0.1	2	4	1	6	77	2.2	91	25.1	53	1001	300	0
22/06/2016	19	1	1	3	0.1	2	4	1	6	75	2.2	79	24.2	58	1001	111	0
22/06/2016	20	1	1	3	0.1	2	4	2	6	80	1.9	78	23.5	54	1001	2	0
22/06/2016	21	1	1	3	0.1	2	5	1	6	82	1.5	77	23.5	50	1002	0	0
22/06/2016	22	1	1	3	0.1	2	6	2	7	70	0.6	74	23.2	59	1002	0	0
22/06/2016	23	1	1	3	0.1	2	11	2	12	60	0.6	47	22.5	60	1002	0	0
23/06/2016	00	1	1	3	0.1	2	18	2	19	43	0.4	10	21.3	48	1002	0	0
23/06/2016	01	1	1	3	0.1	2	13	2	13	48	0.7	0	20.4	44	1002	0	0
23/06/2016	02	1	1	3	0.1	2	14	2	14	49	0.6	18	20.6	42	1002	0	0
23/06/2016	03	1	1	3	0.1	2	8	1	9	51	0.7	357	18.9	47	1002	0	0
23/06/2016	04	1	1	3	0.1	2	10	1	11	53	1.2	333	18.7	49	1002	0	0
23/06/2016	05	1	1	3	0.1	2	10	3	11	55	1.3	333	18.6	50	1002	4	0
23/06/2016	06	2	1	3	0.1	4	27	4	33	44	0.7	358	20.6	48	1002	131	0
23/06/2016	07	1	1	3	0.1	6	30	3	39	54	0.4	30	24	41	1002	325	0
23/06/2016	08	1	1	3	0.1	2	10	3	12	83	0.6	67	26.1	41	1003	530	0
23/06/2016	09	1	1	3	0.1	2	5	1	6	92	0.8	62	27.2	39	1003	712	0
23/06/2016	10	1	1	3	0.1	2	4	2	6	98	0.9	104	27.9	37	1003	849	0
23/06/2016	11	1	1	3	0.1	2	4	2	6	85	1.7	130	27.3	45	1003	963	0
23/06/2016	12	1	1	3	0.1	2	4	2	6	84	2.1	126	27.2	45	1003	1016	0
23/06/2016	13	1	1	3	0.1	2	4	1	6	87	2.3	124	26.8	43	1003	1017	0
23/06/2016	14	1	1	3	0.1	2	4	1	6	82	2.2	132	26.5	47	1003	942	0
23/06/2016	15	1	1	3	0.1	2	4	1	6	82	1.9	128	26.4	50	1002	848	0
23/06/2016	16	1	1	3	0.1	2	4	1	6	78	1.6	122	25.9	54	1002	689	0
23/06/2016	17	1	1	3	0.2	2	4	1	6	67	1.4	131	25.4	63	1002	495	0
23/06/2016	18	1	1	3	0.1	2	4	1	6	72	0.9	143	25	63	1002	291	0
23/06/2016	19	2	1	3	0.2	2	5	3	6	64	0.6	149	24.3	70	1002	104	0
23/06/2016	20	2	2	3	0.2	2	7	2	8	44	0.5	176	23.3	77	1002	4	0
23/06/2016	21	2	2	3	0.1	2	5	2	6	49	0.5	218	22.6	82	1002	0	0
23/06/2016	22	2	2	3	0.1	2	4	2	6	48	0.4	233	22.1	84	1002	0	0
23/06/2016	23	2	2	3	0.1	2	7	2	8	45	0.4	206	21.8	87	1002	0	0
24/06/2016	00	3	2	3	0.1	2	11	3	12	40	0.3	231	21.4	88	1002	0	0
24/06/2016	01	3	3	3	0.1	2	16	4	17	26	0.4	313	20.1	86	1002	0	0
24/06/2016	02	3	2	3	0.1	2	11	4	12	30	0.5	312	18.9	80	1001	0	0
24/06/2016	03	3	2	3	0.1	2	8	4	9	35	0.4	318	18.4	79	1001	0	0
24/06/2016	04	2	2	3	0.1	2	11	3	11	39	0.5	347	18.4	73	1000	0	0
24/06/2016	05	2	1	3	0.1	2	15	3	16	38	0.7	352	18.3	63	1000	4	0
24/06/2016	06	5	2	3	0.1	4	25	14	31	32	0.6	338	19.2	56	1001	109	0
24/06/2016	07	3	2	3	0.1	4	21	10	26	45	0.3	324	23.4	46	1001	310	0
24/06/2016	08	2	1	3	0.1	3	18	5	23	62	0.5	223	25.4	43	1001	515	0
24/06/2016	09	2	1	3	0.1	2	17	4	20	73	1	185	26.8	41	1001	699	0
24/06/2016	10	2	1	3	0.2	2	6	3	8	77	1.4	158	27.6	47	1000	832	0
24/06/2016	11	1	1	3	0.2	2	5	2	7	86	1.9	147	27.3	47	1000	941	0
24/06/2016	12	2	1	3	0.2	2	4	2	6	84	2.1	161	27.1	47	1000	993	0
24/06/2016	13	2	2	3	0.1	2	4	2	6	82	1.7	159	27.3	45	1000	999	0
24/06/2016	14	1	1	3	0.2	2	4	1	6	77	1.8	150	26.7	55	999	927	0
24/06/2016	15	1	1	3	0.2	2	4	1	6	74	1.7	163	26.2	61	999	829	0
24/06/2016	16	1	1	3	0.1	2	4	1	6	71	1.8	166	26.1	61	999	666	0
24/06/2016	17	1	1	3	0.1	2	4	1	6	78	1.5	160	26.5	53	998	477	0
24/06/2016	18	1	1	3	0.1	2	4	1	6	87	1.1	172	26.9	45	998	276	0
24/06/2016	19	1	1	3	0.1	2	7	1	8	82	0.7	165	26.6	47	998	98	0
24/06/2016	20	1	1	3	0.1	2	12	2	14	67	0.4	185	25.5	54	997	5	0
24/06/2016	21	2	1	3	0.1	2	25	2	26	50	0.4	259	24.7	60	997	0	0
24/06/2016	22	2	1	3	0.1	2	19	3	20	58	0.4	285	24.6	53	997	0	0
24/06/2016	23	3	2	3	0.1	2	14	9	15	57	0.2	315	23.8	49	997	0	0
25/06/2016	00	2	2	3	0.1	2	12	3	13	62	0.3	227	22.9	52	997	0	0
25/06/2016	01	2	2	3	0.1	2	12	4	13	48	0.6	333	21.7	52	996	0	0
25/06/2016	02	3	1	3	0.1	2	8	6	10	44	0.7	333	20.4	50	996	0	0
25/06/2016	03	2	2	3	0.1	2	10	4	11	46	0.9	338	20.2	49	995	0	0
25/06/2016	04	3	2	3	0.1	2	12	5	13	39	0.7	344	19.4	48	995	0	0
25/06/2016	05	3	2	3	0.1	3	26	4	29	25	0.7	51	20.2	52	996	1	0
25/06/2016	06	4	3	3	0.1	2	22	5	24	36	0.7	35	21.2	58	996	89	0
25/06/2016	07	2	2	3	0.2	2	12	3	14	52	0.9	56	23.7	65	996	292	0
25/06/2016	08	2	2	3	0.2	2	6	2	7	59	1	83	25.1	69	997	497	0
25/06/2016	09	2	1	3	0.2	2	5	2	7	63	0.9	125	25.9	66	997	669	0
25/06/2016	10	2	2	3	0.2	2	6	2	7	60	1.2	127	25.9	69	997	803	0
25/06/2016	11	2	2	3	0.2	2	5	3	6	64	1.4	141	26.1	67	997	940	0
25/06/2016	12	2	1	3	0.2	2	4	3	6	73	1.5	155	26.8	60	997	993	0
25/06/2016	13	2	2	3	0.2	2	4	3	6	78	1.7	139	26.8	60	997	920	0
25/06/2016	14	3	3	3	0.2	2	4	3	6	72	1.2	142	26.8	66	996	919	0
25/06/2016	15	3	3	3	0.2	2	4	3	6	63	1.4	124	27.2	68	996	747	0
25/06/2016	16	3	2	3	0.2	2	4	5	6	65	1.9	95	27	65	996	651	0
25/06/2016	17	2	2	3	0.2	2	4	3	6	69	1.7	92	26.6	62	995	455	0
25/06/2016	18	2	2	3	0.2	2	4	2	6	63	1.7	79	25.6	70	995	270	0
25/06/2016	19	3	3	3	0.2	2	5	3	6	57	1.7	78	24.3	82	995	79	0
25/06/2016	20	2	1	3	0.2	2	6	2	7	62	1.9	73	23.7	81	995	1	0
25/06/2016	21	1	1	3	0.2	2	4	2	6	66	1.6	83	23.6	79	996	0	0
25/06/2016	22	1	1	3	0.2	2	4	1	6	65	1.3	77	23.6	78	996	0	0
25/06/2016	23	2	1	3	0.2	2	4	2	6	61	1.2	59	23.5	78	996	0	0
26/06/2016	00	2	1	3	0.1	2	5	2	6	62	0.8	69	23.3	77	997	0	0
26/06/2016	01	2	2	3	0.1	2	6	3	8	50	0.4	20	22.5	78	997	0	0
26/06/2016	02	2	2	3	0.1	2	7	3	8	40	0.5	344	21.7	81	997	0	0
26/06/2016	03	3	2	3	0.1	2	8	3	9	36	0.8	332	20.9	83	996	0	0
26/06/2016	04	2	2	3	0.1	2	6	2	8	47	0.7	16	21.4	78	996	0	0
26/06/2016	05	2	2	3	0.1	2	6	2	7	55	0.4	20	21.9	72	996	1	0
26/06/2016	06	2	2	3	0.1	2	8	3	8	44	0.7	347	21.7	71	997	54	0
26/06/2016	07	5	2	3	0.1	2	8	15	10	50	0.3	360	24.3	62	998	214	0
26/06/2016	08	2	1	3	0.1	2	5	5	6	70	1.1	66	25.9	53	998	409	0
26/06/2016	09	2	2	3	0.2	2	4	4	6	66	2.2	80	26.1	61	998	630	0
26/06/2016	10	3	2	3	0.2	2	4	6	6	66	2.7	92	26.7	59	998	757	0
26/06/2016	11	3	2	3	0.2	2	4	4	6	66	2.8	93	26.8	60	998	903	0
26/06/2016	12	3	2	3	0.2	2	4	5	6	64	2.9	100	26.9	59	999	945	0
26/06/2016	13	3	2	3	0.2	2	4	6	6	62	3.3	92	26.8	60	999	965	0
26/06/2016	14	4	3	3	0.2	2	4	7	6	60	3.4	93	26.4	64	999	891	0
26/06/2016	15	4	3	3	0.2	2	4	6	6	56	3.6	83	26	68	999	790	0
26/06/2016	16	4	3	3	0.2	2	4	5	6	54	3.6	75	25.6	70	998	646	0
26/06/2016	17	4	3	3	0.2	2	4	5	6	56	3.2	78	25.4	72	997	457	0
26/06/2016	18	4	4	3	0.2	2	4	4	6	60	3	76	24.5	73	997	165	0
26/06/2016	19	4	4	3	0.1	2	4	4	6	59	2.6	80	24.1	74	998	26	0
26/06/2016	20	4	4	3	0.2	2	4	4	6	59	2.7	89	24	75	999	10	0
26/06/2016	21	4	4	3	0.2	2	4	4	6	59	2.3	81	23.4	79	1000	0	0
26/06/2016	22	4	4	3	0.2	2	4	4	6	50	1.9	75	23	88	1001	0	0
26/06/2016	23	4	4	3	0.2	2	4	4	6	53	1.8	77	22.8	89	1001	0	0
27/06/2016	00	4	3	3	0.2	2	4	4	6	56	1.1	59	22.8	85	1001	0	0
27/06/2016	01	4	4	3	0.1	2	5	4	6	48	0.5	9	22.1	85	1001	0	0
27/06/2016	02	5	4	3	0.1	2	4	6	6	41	0.2	347	21.4	87	1001	0	0
27/06/2016	03	5	5	3	0.1	2	5	6	7	33	0.4	3	20.9	88	1001	0	0
27/06/2016	04	4	4	3	0.1	2	7	5	8	35	0.4	34	21	84	1000	0	0
27/06/2016	05	6	5	3	0.1	3	20	6	23	18	0.5	305	20.1	83	1000	2	0
27/06/2016	06	7	6	3	0.2	5	30	7	39	12	0.4	239	21	83	1001	81	0
27/06/2016	07	5	4	3	0.2	7	29	11	39	25	0.4	267	23.5	73	1001	259	0
27/06/2016	08	3	3	3	0.1	2	11	4	14	55	0.7	188	25	64	1002	463	0
27/06/2016	09																0
27/06/2016	12																0
27/06/2016	13	2	2	3	0.1	2	4	4	6	74	3.2	91	26.3	58	1003	962	0
27/06/2016	14	2	2	3	0.1	2	4	3	6	64	2.8	81	26.3	63	1003	892	0
27/06/2016	15	2	2	3	0.1	2	4	3	6	60	2.7	92	26	64	1002	786	0
27/06/2016	16	2	2	3	0.1	2	4	3	6	67	2.1	94	26	59	1002	636	0
27/06/2016	17	2	2	3	0.1	2	5	4	6	71	2	86	25.7	58	1001	451	0
27/06/2016	18	2	2	3	0.1	2	4	3	6	65	1.9	88	25	62	1001	258	0
27/06/2016	19	2	2	3	0.1	2	4	3	6	61	1.4	84	24.2	68	1001	90	0
27/06/2016	20	3	2	3	0.1	2	4	3	6	56	1.4	68	23.3	74	1001	5	0
27/06/2016	21	3	2	3	0.1	2	4	3	6	57	0.7	71	23.1	75	1002	0	0
27/06/2016	22	2	2	3	0.1	2	4	3	6	63	0.5	67	23.1	71	1002	0	0
27/06/2016	23	3	2	3	0.1	2	8	4	9	49	0.5	352	22.3	71	1002	0	0
28/06/2016	00	3	2	3	0.1	2	9	4	10	41	0.9	331	21.4	70	1003	0	0
28/06/2016	01	2	2	3	0.1	2	6	2	7	53	0.8	10	22.2	62	1002	0	0
28/06/2016	02	2	1	3	0.1	2	5	2	6	60	0.7	10	22.4	57	1001	0	0
28/06/2016	03	2	2	3	0.1	2	5	2	6	61	0.4	18	22.7	56	1000	0	0
28/06/2016	04	2	2	3	0.1	2	8	4	9	47	1	339	21.2	59	1000	0	0
28/06/2016	05	3	2	3	0.1	2	13	4	15	47	0.9	7	21.5	57	1000	1	0
28/06/2016	06	3	2	3	0.1	2	14	4	16	46	0.5	53	22.5	59	1000	95	0
28/06/2016	07	8	4	3	0.1	2	11	30	13	57	1.1	73	23.9	61	1001	96	0
28/06/2016	08	7	3	3	0.1	2	9	24	10	60	1.4	56	24	62	1001	134	0
28/06/2016	09	2	1	3	0.1	2	8	5	11	69	1.3	43	25.4	50	1001	333	0
